reference,arm,metric,diff,ci_lo,ci_hi,p,p_method,n_groups,p_holm
embedding_severity,qwen3_4b__production,status turbofan,0.07142857142857142,-0.09523809523809523,0.23809523809523808,0.5810546875,exact,42,1.0
embedding_severity,qwen3_4b__production,status simulator,0.023809523809523808,-0.16666666666666666,0.21428571428571427,1.0,exact,42,1.0
embedding_severity,qwen3_4b__production,status simulator_calibrated,0.047619047619047616,-0.1349206349206349,0.23015873015873017,0.6792449951171875,exact,42,1.0
embedding_severity,qwen3_8_27b__production,severity accuracy,0.4523809523809524,0.30952380952380953,0.5952380952380952,3.814697265625e-06,exact,42,0.00035858154296875
embedding_severity,qwen3_8_27b__production,status turbofan,0.19047619047619047,0.07142857142857142,0.30952380952380953,0.0078125,exact,42,0.34375
embedding_severity,qwen3_8_27b__production,status simulator,0.11904761904761904,-0.047619047619047616,0.2857142857142857,0.266845703125,exact,42,1.0
embedding_severity,qwen3_8_27b__production,status simulator_calibrated,0.24603174603174605,0.11904761904761904,0.38095238095238093,0.0009765625,exact,42,0.0537109375
embedding_severity,qwen3_8_27b__semantic,severity accuracy,0.42857142857142855,0.2619047619047619,0.5952380952380952,4.00543212890625e-05,exact,42,0.0028438568115234375
embedding_severity,qwen3_8_27b__semantic,status turbofan,0.19047619047619047,0.07142857142857142,0.30952380952380953,0.0078125,exact,42,0.34375
embedding_severity,qwen3_8_27b__semantic,status simulator,0.09523809523809523,-0.07142857142857142,0.2619047619047619,0.4239501953125,exact,42,1.0
embedding_severity,qwen3_8_27b__semantic,status simulator_calibrated,0.24603174603174605,0.11904761904761904,0.38095238095238093,0.0009765625,exact,42,0.0537109375
