reference,arm,metric,diff,ci_lo,ci_hi,p,p_method,n_groups,p_holm
embedding_severity,gemini_2_5_flash_nothink__production,status simulator,-0.012345679012345682,-0.20370370370370372,0.14506172839506173,0.90625,exact,18,1.0
embedding_severity,gemini_2_5_flash_nothink__production,status simulator_calibrated,0.09259259259259259,0.024691358024691357,0.1728395061728395,0.03125,exact,18,1.0
embedding_severity,gemini_3_5_flash__production,severity accuracy,0.2425925925925926,0.13148148148148148,0.36481481481481487,0.00048828125,exact,18,0.03125
embedding_severity,gemini_3_5_flash__production,status turbofan,0.1111111111111111,0.046296296296296294,0.1851851851851852,0.015625,exact,18,0.8125
embedding_severity,gemini_3_5_flash__production,status simulator,-3.0839528461809902e-18,-0.19444444444444445,0.1574074074074074,1.0,exact,18,1.0
embedding_severity,gemini_3_5_flash__production,status simulator_calibrated,0.09259259259259259,0.024691358024691357,0.1728395061728395,0.03125,exact,18,1.0
embedding_severity,gemma3_4b__production,severity accuracy,-0.20185185185185184,-0.4074074074074074,0.0018518518518518452,0.09375,exact,18,1.0
embedding_severity,gemma3_4b__production,status turbofan,-0.1851851851851852,-0.38888888888888895,0.009259259259259238,0.111328125,exact,18,1.0
embedding_severity,gemma3_4b__production,status simulator,-0.40277777777777785,-0.6157407407407407,-0.1851851851851852,0.003662109375,exact,18,0.21240234375
embedding_severity,gemma3_4b__production,status simulator_calibrated,-0.1882716049382716,-0.39506172839506176,7.716049382604177e-05,0.095703125,exact,18,1.0
embedding_severity,gpt_oss_120b__production,severity accuracy,0.18858024691358027,0.046280864197530865,0.33827160493827163,0.0234375,exact,18,1.0
embedding_severity,gpt_oss_120b__production,status turbofan,0.0478395061728395,-0.05092592592592593,0.15123456790123457,0.390625,exact,18,1.0
embedding_severity,gpt_oss_120b__production,status simulator,-0.04166666666666668,-0.2361111111111111,0.12349537037036981,0.68359375,exact,18,1.0
embedding_severity,gpt_oss_120b__production,status simulator_calibrated,0.06327160493827161,-0.03240740740740741,0.16203703703703706,0.236328125,exact,18,1.0
embedding_severity,llama3_2_3b__production,severity accuracy,-0.025925925925925925,-0.21671296296296294,0.15185185185185185,0.8525390625,exact,18,1.0
embedding_severity,llama3_2_3b__production,status turbofan,3.0839528461809902e-18,-0.12037037037037034,0.10185185185185185,1.0,exact,18,1.0
embedding_severity,llama3_2_3b__production,status simulator,-0.18518518518518517,-0.3703703703703704,-0.018518518518518524,0.07421875,exact,18,1.0
embedding_severity,llama3_2_3b__production,status simulator_calibrated,-0.030864197530864185,-0.17592592592592593,0.08641975308641976,0.703125,exact,18,1.0
embedding_severity,qwen3_4b__production,severity accuracy,-0.18333333333333332,-0.4129629629629629,0.038888888888888876,0.1591796875,exact,18,1.0
embedding_severity,qwen3_4b__production,status turbofan,-0.15123456790123455,-0.3333333333333333,0.006172839506172837,0.1217041015625,exact,18,1.0
embedding_severity,qwen3_4b__production,status simulator,-0.3549382716049383,-0.5617283950617284,-0.15123456790123455,0.00469970703125,exact,18,0.26318359375
embedding_severity,qwen3_4b__production,status simulator_calibrated,-0.1851851851851852,-0.3796296296296296,-0.00918209876543322,0.078125,exact,18,1.0
embedding_severity,qwen3_8_27b__production,severity accuracy,0.23333333333333334,0.12037037037037036,0.36111111111111116,0.0009765625,exact,18,0.060546875
embedding_severity,qwen3_8_27b__production,status turbofan,0.10185185185185185,0.0308641975308642,0.18518518518518517,0.02734375,exact,18,1.0
embedding_severity,qwen3_8_27b__production,status simulator,-0.003086419753086418,-0.1945216049382716,0.15439814814814704,1.0,exact,18,1.0
embedding_severity,qwen3_8_27b__production,status simulator_calibrated,0.10802469135802469,0.040123456790123455,0.1851851851851852,0.015625,exact,18,0.8125
