checkpoint,low,medium,high,strategy,n,match_rate,mean_rul,match_rate_expected_online,n_expected_online,match_rate_expected_offline,n_expected_offline,published_match_rate
simulator,0.15,0.15,0.65,keyword_regex_severity,54,0.6666666666666666,55.314682254084836,1.0,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.65,minilm_finetuned,54,0.6111111111111112,50.21675286469636,0.9166666666666666,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.65,minilm_logreg,54,0.6111111111111112,50.57196334556297,0.9166666666666666,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.65,tfidf_logreg,54,0.6666666666666666,52.71077191388166,1.0,36,0.0,18,1.0
simulator,0.15,0.15,0.7,agentic,54,0.6666666666666666,52.965738738024676,1.0,36,0.0,18,0.8888888888888888
simulator,0.15,0.15,0.7,bge_m3_logreg,54,0.6111111111111112,49.55927266014947,0.9166666666666666,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.7,embedding_severity,54,0.6666666666666666,53.46735873045745,1.0,36,0.0,18,1.0
simulator,0.15,0.15,0.7,fixed_midrange,54,0.6666666666666666,65.75484784444173,1.0,36,0.0,18,0.6666666666666666
simulator,0.15,0.15,0.7,gemini_3_5_flash,54,0.7037037037037037,52.71111755017881,1.0,36,0.1111111111111111,18,0.8888888888888888
simulator,0.15,0.15,0.7,groq_gpt_oss_120b,54,0.6666666666666666,53.80504827146177,1.0,36,0.0,18,0.8888888888888888
simulator,0.15,0.15,0.7,groq_llama3,54,0.6851851851851852,51.088091444086146,0.9722222222222222,36,0.1111111111111111,18,0.8703703703703703
simulator,0.15,0.15,0.7,groq_llama4,54,0.6296296296296297,52.09672380376745,0.9444444444444444,36,0.0,18,0.7592592592592593
simulator,0.15,0.15,0.7,groq_qwen3_8,54,0.7037037037037037,53.63178827144481,1.0,36,0.1111111111111111,18,0.8888888888888888
simulator,0.15,0.15,0.7,keyword_only,54,0.1111111111111111,23.176077153947617,0.16666666666666666,36,0.0,18,0.3888888888888889
simulator,0.15,0.15,0.7,keyword_regex_extended,54,0.6666666666666666,54.700270582128454,1.0,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.7,keyword_regex_severity,54,0.6666666666666666,54.700270582128454,1.0,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.7,minilm_finetuned,54,0.6111111111111112,49.383267120078756,0.9166666666666666,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.7,minilm_logreg,54,0.6111111111111112,49.738477600945366,0.9166666666666666,36,0.0,18,0.9444444444444444
simulator,0.15,0.15,0.7,tfidf_logreg,54,0.6666666666666666,51.967551443311905,1.0,36,0.0,18,1.0
simulator,0.15,0.15,0.75,agentic,54,0.8148148148148148,52.0808293554518,1.0,36,0.4444444444444444,18,0.8888888888888888
simulator,0.15,0.15,0.75,bge_m3_logreg,54,0.8703703703703703,48.454805850982666,0.9166666666666666,36,0.7777777777777778,18,0.9444444444444444
simulator,0.15,0.15,0.75,embedding_severity,54,0.9259259259259259,52.463305455667005,1.0,36,0.7777777777777778,18,1.0
simulator,0.15,0.15,0.75,fixed_midrange,54,0.6666666666666666,65.75484784444173,1.0,36,0.0,18,0.6666666666666666
simulator,0.15,0.15,0.75,gemini_3_5_flash,54,0.8148148148148148,51.79004866988571,1.0,36,0.4444444444444444,18,0.8888888888888888
simulator,0.15,0.15,0.75,groq_gpt_oss_120b,54,0.8148148148148148,52.936949217761004,1.0,36,0.4444444444444444,18,0.8888888888888888
simulator,0.15,0.15,0.75,groq_llama3,54,0.8148148148148148,50.14490039260299,0.9722222222222222,36,0.5,18,0.8703703703703703
simulator,0.15,0.15,0.75,groq_llama4,54,0.6851851851851852,51.363547572383176,0.9444444444444444,36,0.16666666666666666,18,0.7592592592592593
simulator,0.15,0.15,0.75,groq_qwen3_8,54,0.8148148148148148,52.70151579821551,1.0,36,0.4444444444444444,18,0.8888888888888888
simulator,0.15,0.15,0.75,keyword_only,54,0.37037037037037035,20.754615518781875,0.16666666666666666,36,0.7777777777777778,18,0.3888888888888889
simulator,0.15,0.15,0.75,keyword_regex_extended,54,0.8703703703703703,53.874468626799406,1.0,36,0.6111111111111112,18,0.9444444444444444
simulator,0.15,0.15,0.75,keyword_regex_severity,54,0.8703703703703703,53.874468626799406,1.0,36,0.6111111111111112,18,0.9444444444444444
