Xs0_scaled,Xs2_scaled,Xs12_scaled,rul
0.05,0.05,0.05,92.20941925048828
0.05,0.05,0.11428571428571428,96.73583984375
0.05,0.05,0.17857142857142855,97.03766632080078
0.05,0.05,0.24285714285714283,97.11719512939453
0.05,0.05,0.3071428571428571,97.19249725341797
0.05,0.05,0.3714285714285714,97.24961853027344
0.05,0.05,0.43571428571428567,97.30867767333984
0.05,0.05,0.49999999999999994,97.35649871826172
0.05,0.05,0.5642857142857143,97.37543487548828
0.05,0.05,0.6285714285714286,97.37725830078125
0.05,0.05,0.6928571428571428,97.37983703613281
0.05,0.05,0.7571428571428571,97.31951904296875
0.05,0.05,0.8214285714285714,97.23295593261719
0.05,0.05,0.8857142857142857,97.11198425292969
0.05,0.05,0.95,96.92234802246094
0.05,0.11428571428571428,0.05,67.95670318603516
0.05,0.11428571428571428,0.11428571428571428,96.43795776367188
0.05,0.11428571428571428,0.17857142857142855,98.00341796875
0.05,0.11428571428571428,0.24285714285714283,98.08224487304688
0.05,0.11428571428571428,0.3071428571428571,98.08072662353516
0.05,0.11428571428571428,0.3714285714285714,98.10503387451172
0.05,0.11428571428571428,0.43571428571428567,98.12840270996094
0.05,0.11428571428571428,0.49999999999999994,98.13207244873047
0.05,0.11428571428571428,0.5642857142857143,98.10543823242188
0.05,0.11428571428571428,0.6285714285714286,98.06684875488281
0.05,0.11428571428571428,0.6928571428571428,98.0176773071289
0.05,0.11428571428571428,0.7571428571428571,97.95028686523438
0.05,0.11428571428571428,0.8214285714285714,97.87007904052734
0.05,0.11428571428571428,0.8857142857142857,97.76811218261719
0.05,0.11428571428571428,0.95,97.65379333496094
0.05,0.17857142857142855,0.05,15.39306640625
0.05,0.17857142857142855,0.11428571428571428,15.852686882019043
0.05,0.17857142857142855,0.17857142857142855,97.06895446777344
0.05,0.17857142857142855,0.24285714285714283,98.33533477783203
0.05,0.17857142857142855,0.3071428571428571,98.34331512451172
0.05,0.17857142857142855,0.3714285714285714,98.33658599853516
0.05,0.17857142857142855,0.43571428571428567,98.32246398925781
0.05,0.17857142857142855,0.49999999999999994,98.30238342285156
0.05,0.17857142857142855,0.5642857142857143,98.27308654785156
0.05,0.17857142857142855,0.6285714285714286,98.23269653320312
0.05,0.17857142857142855,0.6928571428571428,98.18021392822266
0.05,0.17857142857142855,0.7571428571428571,98.11927032470703
0.05,0.17857142857142855,0.8214285714285714,98.04525756835938
0.05,0.17857142857142855,0.8857142857142857,97.96780395507812
0.05,0.17857142857142855,0.95,97.87117004394531
0.05,0.24285714285714283,0.05,14.480050086975098
0.05,0.24285714285714283,0.11428571428571428,14.334033966064453
0.05,0.24285714285714283,0.17857142857142855,32.304466247558594
0.05,0.24285714285714283,0.24285714285714283,98.1914291381836
0.05,0.24285714285714283,0.3071428571428571,98.20719146728516
0.05,0.24285714285714283,0.3714285714285714,98.19915771484375
0.05,0.24285714285714283,0.43571428571428567,98.18241882324219
0.05,0.24285714285714283,0.49999999999999994,98.1534652709961
0.05,0.24285714285714283,0.5642857142857143,98.11601257324219
0.05,0.24285714285714283,0.6285714285714286,98.0679931640625
0.05,0.24285714285714283,0.6928571428571428,98.01275634765625
0.05,0.24285714285714283,0.7571428571428571,97.95303344726562
0.05,0.24285714285714283,0.8214285714285714,97.89012145996094
0.05,0.24285714285714283,0.8857142857142857,97.81709289550781
0.05,0.24285714285714283,0.95,97.72456359863281
0.05,0.3071428571428571,0.05,14.292838096618652
0.05,0.3071428571428571,0.11428571428571428,13.997005462646484
0.05,0.3071428571428571,0.17857142857142855,31.8250732421875
0.05,0.3071428571428571,0.24285714285714283,98.17059326171875
0.05,0.3071428571428571,0.3071428571428571,98.18797302246094
0.05,0.3071428571428571,0.3714285714285714,98.17800903320312
0.05,0.3071428571428571,0.43571428571428567,98.150146484375
0.05,0.3071428571428571,0.49999999999999994,98.11203002929688
0.05,0.3071428571428571,0.5642857142857143,98.06609344482422
0.05,0.3071428571428571,0.6285714285714286,98.01441955566406
0.05,0.3071428571428571,0.6928571428571428,97.96058654785156
0.05,0.3071428571428571,0.7571428571428571,97.90839385986328
0.05,0.3071428571428571,0.8214285714285714,97.84432983398438
0.05,0.3071428571428571,0.8857142857142857,97.76097106933594
0.05,0.3071428571428571,0.95,97.65010833740234
0.05,0.3714285714285714,0.05,14.184157371520996
0.05,0.3714285714285714,0.11428571428571428,13.889754295349121
0.05,0.3714285714285714,0.17857142857142855,29.06791114807129
0.05,0.3714285714285714,0.24285714285714283,98.1234130859375
0.05,0.3714285714285714,0.3071428571428571,98.16645050048828
0.05,0.3714285714285714,0.3714285714285714,98.14563751220703
0.05,0.3714285714285714,0.43571428571428567,98.10772705078125
0.05,0.3714285714285714,0.49999999999999994,98.06731414794922
0.05,0.3714285714285714,0.5642857142857143,98.01872253417969
0.05,0.3714285714285714,0.6285714285714286,97.96075439453125
0.05,0.3714285714285714,0.6928571428571428,97.89613342285156
0.05,0.3714285714285714,0.7571428571428571,97.82168579101562
0.05,0.3714285714285714,0.8214285714285714,97.73251342773438
0.05,0.3714285714285714,0.8857142857142857,97.62660217285156
0.05,0.3714285714285714,0.95,97.49868774414062
0.05,0.43571428571428567,0.05,14.071468353271484
0.05,0.43571428571428567,0.11428571428571428,13.862466812133789
0.05,0.43571428571428567,0.17857142857142855,38.630897521972656
0.05,0.43571428571428567,0.24285714285714283,98.06134796142578
0.05,0.43571428571428567,0.3071428571428571,98.14173889160156
0.05,0.43571428571428567,0.3714285714285714,98.12480163574219
0.05,0.43571428571428567,0.43571428571428567,98.07425689697266
0.05,0.43571428571428567,0.49999999999999994,98.01691436767578
0.05,0.43571428571428567,0.5642857142857143,97.95342254638672
0.05,0.43571428571428567,0.6285714285714286,97.88037872314453
0.05,0.43571428571428567,0.6928571428571428,97.79115295410156
0.05,0.43571428571428567,0.7571428571428571,97.689697265625
0.05,0.43571428571428567,0.8214285714285714,97.5733413696289
0.05,0.43571428571428567,0.8857142857142857,97.4470443725586
0.05,0.43571428571428567,0.95,97.3207015991211
0.05,0.49999999999999994,0.05,13.969764709472656
0.05,0.49999999999999994,0.11428571428571428,13.754020690917969
0.05,0.49999999999999994,0.17857142857142855,53.498626708984375
0.05,0.49999999999999994,0.24285714285714283,97.99440002441406
0.05,0.49999999999999994,0.3071428571428571,98.09497833251953
0.05,0.49999999999999994,0.3714285714285714,98.10185241699219
0.05,0.49999999999999994,0.43571428571428567,98.0373764038086
0.05,0.49999999999999994,0.49999999999999994,97.94451904296875
0.05,0.49999999999999994,0.5642857142857143,97.84817504882812
0.05,0.49999999999999994,0.6285714285714286,97.73731994628906
0.05,0.49999999999999994,0.6928571428571428,97.61663818359375
0.05,0.49999999999999994,0.7571428571428571,97.50540161132812
0.05,0.49999999999999994,0.8214285714285714,97.38966369628906
0.05,0.49999999999999994,0.8857142857142857,97.29425048828125
0.05,0.49999999999999994,0.95,97.18010711669922
0.05,0.5642857142857143,0.05,13.884071350097656
0.05,0.5642857142857143,0.11428571428571428,14.354394912719727
0.05,0.5642857142857143,0.17857142857142855,72.61006164550781
0.05,0.5642857142857143,0.24285714285714283,97.86419677734375
0.05,0.5642857142857143,0.3071428571428571,98.22489166259766
0.05,0.5642857142857143,0.3714285714285714,98.25750732421875
0.05,0.5642857142857143,0.43571428571428567,97.989501953125
0.05,0.5642857142857143,0.49999999999999994,97.85523986816406
0.05,0.5642857142857143,0.5642857142857143,97.70100402832031
0.05,0.5642857142857143,0.6285714285714286,97.56886291503906
0.05,0.5642857142857143,0.6928571428571428,97.44638061523438
0.05,0.5642857142857143,0.7571428571428571,97.35322570800781
0.05,0.5642857142857143,0.8214285714285714,97.25504302978516
0.05,0.5642857142857143,0.8857142857142857,97.15402221679688
0.05,0.5642857142857143,0.95,97.0508041381836
0.05,0.6285714285714286,0.05,13.796920776367188
0.05,0.6285714285714286,0.11428571428571428,14.309593200683594
0.05,0.6285714285714286,0.17857142857142855,74.123291015625
0.05,0.6285714285714286,0.24285714285714283,97.39778137207031
0.05,0.6285714285714286,0.3071428571428571,98.17901611328125
0.05,0.6285714285714286,0.3714285714285714,98.23406982421875
0.05,0.6285714285714286,0.43571428571428567,98.19178771972656
0.05,0.6285714285714286,0.49999999999999994,97.755615234375
0.05,0.6285714285714286,0.5642857142857143,97.57418060302734
0.05,0.6285714285714286,0.6285714285714286,97.44639587402344
0.05,0.6285714285714286,0.6928571428571428,97.3416519165039
0.05,0.6285714285714286,0.7571428571428571,97.23426818847656
0.05,0.6285714285714286,0.8214285714285714,97.13645935058594
0.05,0.6285714285714286,0.8857142857142857,97.04231262207031
0.05,0.6285714285714286,0.95,96.94572448730469
0.05,0.6928571428571428,0.05,14.30753231048584
0.05,0.6928571428571428,0.11428571428571428,17.1685848236084
0.05,0.6928571428571428,0.17857142857142855,80.00181579589844
0.05,0.6928571428571428,0.24285714285714283,97.25540161132812
0.05,0.6928571428571428,0.3071428571428571,98.13975524902344
0.05,0.6928571428571428,0.3714285714285714,98.2098388671875
0.05,0.6928571428571428,0.43571428571428567,98.20542907714844
0.05,0.6928571428571428,0.49999999999999994,97.96722412109375
0.05,0.6928571428571428,0.5642857142857143,97.53376007080078
0.05,0.6928571428571428,0.6285714285714286,97.35348510742188
0.05,0.6928571428571428,0.6928571428571428,97.23709106445312
0.05,0.6928571428571428,0.7571428571428571,97.13318634033203
0.05,0.6928571428571428,0.8214285714285714,97.03654479980469
0.05,0.6928571428571428,0.8857142857142857,96.9509048461914
